Year,Ranking,Company,Customer Satisfaction,Employee Engagement and Development,Innovation,Social Responsibility,Financial Strength,Effectiveness
2021,145,Xilinx,61.2,61.4,51.1,53.6,55.3,59.4
2021,146,Lowe's,51.5,42.8,53.7,63.4,72.4,59.4
2021,146,Baxter,54.2,57.8,50.9,66.8,46.7,59.4
2021,146,PVH,66.6,56.6,54.2,57.5,42.0,59.3
2021,149,Hologic,67.5,56.1,46.0,52.3,63.8,59.3
2021,150,Delta Air Lines,60.9,69.7,57.8,55.9,28.7,59.2
2021,150,Synopsys,58.6,60.4,53.9,54.3,53.7,59.2
2021,150,Ecolab,47.5,52.4,63.7,64.0,46.5,59.2
2021,150,Micron Technology,56.2,57.2,55.1,59.4,49.4,59.0
2021,150,Hasbro,53.0,54.5,56.4,65.2,45.0,59.0
2021,155,MetLife,46.9,53.9,54.4,65.7,56.2,58.9
2021,156,Polaris Inc,56.5,57.0,57.0,53.5,55.9,58.9
2021,156,T. Rowe Price Group,48.7,54.6,48.2,58.2,75.8,58.9
2021,158,Deckers Outdoor,63.2,53.0,49.2,53.8,63.9,58.8
2021,159,Hormel Foods,62.5,60.3,50.1,56.8,47.9,58.8
2021,159,Church & Dwight,61.7,57.9,49.0,57.6,52.2,58.7
2021,159,Molson Coors,62.4,53.7,54.5,61.4,41.4,58.7
2021,162,Eastman Chemical,65.3,56.6,49.8,59.4,44.4,58.6
2021,162,Uber Technologies,49.2,56.0,85.0,42.8,38.1,58.4
2021,162,Aptiv,60.0,49.8,51.1,63.5,50.2,58.3
2021,165,Avery Dennison,60.0,56.6,51.0,56.1,53.9,58.3
2021,165,Analog Devices,63.5,55.0,49.6,58.3,49.7,58.2
2021,165,AT&T,49.0,46.8,60.5,66.6,48.4,58.2
2021,165,Hartford Financial Services Group,43.3,59.5,54.7,64.2,51.9,58.1
2021,169,Walt Disney,44.8,56.8,59.3,65.9,42.4,58.0
2021,170,Mosaic,61.8,54.3,50.2,59.3,48.7,58.0
2021,170,On Semiconductor,67.3,48.9,48.6,61.8,46.7,58.0
2021,170,ResMed,57.9,60.4,49.1,55.9,53.1,57.9
2021,170,Exelon,44.4,64.8,50.7,63.7,49.3,57.8
2021,170,Boston Scientific,44.6,62.8,53.1,66.1,43.3,57.8
2021,175,Jacobs Solutions,57.3,55.1,52.1,58.4,51.4,57.7
2021,175,Lululemon Athletica,57.3,62.6,51.3,47.9,60.7,57.7
2021,177,Brown-Forman,56.4,61.4,50.5,55.6,51.4,57.7
2021,177,Celanese,63.8,49.4,50.1,54.8,58.8,57.6
2021,177,Unitedhealth,39.0,47.1,56.2,62.9,71.8,57.6
2021,177,Freeport-McMoRan,59.3,56.5,45.7,60.7,51.7,57.5
2021,177,AECOM,66.5,46.6,53.0,59.6,45.7,57.5
2021,182,Corteva,51.6,55.4,75.2,43.3,46.5,57.5
2021,182,Sempra,40.6,64.7,52.4,64.3,48.9,57.4
2021,182,Iron Mountain,57.1,45.0,60.4,59.1,49.1,57.4
2021,185,JetBlue Airways,66.1,56.7,57.1,50.7,40.4,57.3
2021,185,Teradyne Inc,59.8,61.7,41.7,50.0,68.6,57.3
2021,185,Gilead Sciences,50.2,57.6,54.7,59.4,48.7,57.1
2021,185,Comcast,31.3,55.4,61.9,61.2,63.1,57.1
2021,189,CVS Health,57.6,34.7,57.5,62.7,59.2,57.1
2021,189,ServiceNow,55.0,64.8,46.3,49.8,62.7,57.1
2021,189,Discover Financial Services,57.3,56.9,51.7,50.4,60.3,57.0
2021,189,Hess,50.0,60.6,46.2,69.3,41.0,57.0
2021,193,NetApp,58.3,60.0,45.3,55.8,55.4,57.0
2021,194,Progressive Corp,46.3,60.8,53.3,48.7,70.2,57.0
2021,194,Waters,64.0,49.7,48.6,52.1,62.6,57.0
2021,194,BorgWarner,64.1,48.9,50.8,58.6,48.6,57.0
2021,197,Tapestry,61.5,53.9,54.3,53.5,48.6,57.0
2021,197,Cognizant Tech Solutions,60.7,42.7,54.4,61.9,49.4,56.8
2021,197,Avient Corp,62.2,57.0,49.5,55.8,46.5,56.8
2021,200,Sherwin-Williams,58.2,49.4,51.9,57.6,55.3,56.8
2021,201,NXP Semiconductor,50.6,54.1,52.4,62.5,49.4,56.7
2021,201,Illinois Tool Works,52.9,47.7,54.7,58.3,58.7,56.7
2021,203,Alcoa Corp,58.5,53.2,50.4,61.8,44.0,56.6
2021,203,PerkinElmer Inc,66.9,47.1,48.6,53.0,58.7,56.6
2021,203,Mondelez International,50.4,55.7,46.7,64.1,53.0,56.5
2021,203,Juniper Networks,65.7,55.8,49.5,55.2,42.8,56.5
2021,207,Ryder System Inc,71.6,46.8,48.3,57.0,44.8,56.3
2021,207,Sysco,62.3,50.5,49.4,59.6,46.1,56.3
2021,207,Keurig Dr Pepper,66.3,49.9,48.3,56.5,48.3,56.2
2021,210,Baker Hughes,48.0,50.0,60.2,66.9,35.7,56.2
2021,211,BlackRock Inc,44.7,63.2,50.1,58.7,53.1,56.2
2021,211,Western Digital,57.5,50.5,52.8,61.3,43.4,56.1
2021,211,TechnipFMC plc,69.5,50.9,53.2,54.2,38.3,56.1
2021,211,LyondellBasell Industries,51.4,59.0,51.1,54.6,54.6,56.1
2021,211,Motorola Solutions,49.5,55.8,45.5,64.6,53.1,56.1
2021,211,KLA Corporation,49.8,58.4,49.5,51.5,65.4,56.0
2021,217,Autoliv,68.4,47.8,45.3,58.6,48.0,55.9
2021,217,Verisk Analytics,56.6,59.0,52.5,50.8,50.6,55.8
2021,219,Pentair PLC,66.2,47.6,47.8,56.0,50.9,55.7
2021,220,Seagate Technology,53.4,51.1,49.2,57.3,59.2,55.7
2021,221,American Electric Power,42.1,61.1,55.0,59.5,47.7,55.7
2021,221,McDonald's,43.8,37.0,63.8,60.0,62.7,55.7
2021,221,Garmin Ltd,49.4,53.0,63.4,45.3,59.7,55.6
2021,224,Amcor plc,62.6,50.8,49.4,55.8,48.8,55.6
2021,225,J.M. Smucker,61.7,49.5,46.5,61.3,46.7,55.6
2021,226,Kimco Realty Corp,64.0,57.4,45.7,54.6,45.8,55.5
2021,227,US Bancorp,45.0,53.8,61.0,55.6,49.8,55.5
2021,228,Southwest Airlines,57.5,63.1,58.5,51.4,30.7,55.3
2021,228,Ventas Inc,58.6,54.0,45.9,62.4,42.6,55.3
2021,228,Dominion Energy,39.0,63.9,53.1,61.2,46.4,55.3
2021,228,International Paper,56.1,52.4,51.1,58.6,45.8,55.2
2021,232,Levi Strauss & Co.-A,64.3,56.6,49.6,49.9,46.6,55.2
2021,232,Boeing,58.6,48.0,72.7,54.9,19.8,55.1
2021,232,FactSet Research System,55.5,52.8,50.9,53.7,54.1,55.0
2021,235,Steel Dynamics,58.9,62.4,49.8,44.5,54.2,55.0
2021,236,Xerox Holdings Corp,61.2,37.6,49.1,68.5,43.8,54.9
2021,236,Citrix Systems,53.3,63.4,48.9,52.4,48.0,54.9
2021,236,TJX,53.5,49.8,51.0,59.0,50.7,54.8
2021,236,KB Home,64.8,52.4,42.1,57.1,49.2,54.8
2021,240,Southern,47.0,63.5,49.8,54.9,49.7,54.7
2021,240,Public Service Enterprise Grp,47.6,63.9,44.6,61.1,46.0,54.7
2021,240,Ralph Lauren,65.3,50.0,51.6,52.6,44.0,54.7
2021,240,Manpower Group,50.0,50.0,46.8,66.0,49.1,54.7
2021,244,L3Harris Technologies,50.3,51.9,58.3,54.9,46.5,54.6
2021,245,Nasdaq Inc,47.2,60.9,44.2,60.7,50.9,54.5
2021,246,Bunge Global,48.6,55.9,49.8,55.5,55.6,54.4
2021,246,PNC Financial Services Group,56.9,50.7,48.3,57.0,50.6,54.4
2021,246,Newell Brands,60.9,46.1,51.5,56.8,46.6,54.4
2021,246,Tesla,57.1,53.5,54.9,40.8,64.2,54.3
2021,250,ANSYS Inc,59.4,59.9,48.4,48.9,48.7,54.3
2021,250,Hanesbrands,58.8,43.0,56.0,57.2,45.3,54.3
2021,250,Nordstrom,56.6,50.2,51.4,60.5,39.9,54.3
2022,1,Microsoft,48.6,70.8,133.7,73.5,91.7,98.6
2022,2,Apple,60.7,61.5,90.3,65.9,92.7,83.2
2022,3,International Business Machines,68.3,59.2,99.0,68.5,51.4,80.9
2022,4,General Motors,71.6,56.8,94.2,66.3,61.2,80.7
2022,5,Whirlpool,61.6,58.3,96.5,71.1,51.7,78.9
2022,6,Nvidia,59.0,74.0,74.1,63.7,83.7,78.5
2022,7,Intel,47.5,62.1,90.2,73.6,71.7,78.4
2022,8,Amazon,44.9,52.5,121.8,52.6,77.0,77.9
2022,9,Johnson & Johnson,58.3,63.9,78.1,68.3,75.4,77.0
2022,10,Mastercard,65.6,69.0,75.9,62.4,69.7,76.6
2022,11,Procter & Gamble,65.9,60.2,80.3,60.8,74.8,76.0
2022,12,HP,70.7,61.8,61.1,74.8,68.2,75.9
2022,13,Pfizer,66.7,61.4,61.5,62.9,85.4,73.3
2022,14,Cisco Systems,56.3,68.6,71.0,69.9,59.2,73.0
2022,15,Accenture,61.6,60.4,61.6,76.3,65.2,72.9
2022,15,Visa,68.4,60.4,67.3,65.8,65.9,72.9
2022,15,Adobe,58.1,74.1,60.8,71.6,61.0,72.9
2022,15,Ford,64.6,56.1,69.0,65.7,75.8,72.9
2022,19,Pepsi,64.6,58.4,66.7,71.5,63.4,72.7
2022,20,Exxon Mobil,37.6,44.3,110.8,57.4,81.3,72.6
2022,21,Allstate,58.3,44.8,105.3,62.7,43.4,72.2
2022,21,Home Depot,58.3,51.6,83.7,60.6,74.6,72.2
2022,23,Walmart,57.7,42.2,97.3,55.6,71.7,71.3
2022,24,Alphabet,53.1,64.1,60.3,64.7,89.5,71.1
2022,25,Advanced Micro Devices,52.1,67.9,63.0,65.8,74.3,70.3
2022,25,Qualcomm,49.3,59.4,72.1,63.0,81.9,70.3
2022,27,Verizon Communications,49.0,58.2,71.5,67.9,74.4,70.2
2022,28,Hershey,75.1,60.6,52.2,70.8,53.7,69.8
2022,29,Caterpillar,73.9,54.3,75.9,55.9,53.5,69.5
2022,30,Chevron,47.5,57.1,82.7,59.3,72.9,69.4
2022,30,General Mills,68.5,62.9,56.3,71.0,51.1,69.4
2022,32,Dell Technologies,57.4,64.3,72.9,61.1,58.9,69.3
2022,33,Nike,64.3,51.9,74.6,60.0,64.5,69.2
2022,34,Coca-Cola,63.3,53.8,69.9,64.8,60.8,69.0
2022,35,Citigroup,53.6,56.1,73.0,63.6,69.0,68.8
2022,36,Abbott Laboratories,54.3,58.1,70.1,69.9,56.5,68.7
2022,37,Salesforce,63.7,72.3,64.9,63.6,40.8,68.5
2022,37,Deere,58.0,54.5,78.0,62.5,56.7,68.5
2022,37,Owens Corning,63.9,61.8,60.9,69.1,51.5,68.5
2022,40,Equinix,46.7,62.2,92.4,59.2,44.3,68.3
2022,41,Jones Lang LaSalle,66.4,57.5,60.2,68.6,53.8,68.0
2022,42,Bank of America,52.2,61.5,64.4,64.7,70.3,67.8
2022,43,Target,62.2,52.9,69.5,63.7,59.3,67.6
2022,44,Autodesk,67.3,65.6,54.3,66.4,52.2,67.5
2022,44,Colgate-Palmolive,61.8,69.1,50.7,66.4,61.7,67.5
2022,44,Leidos,62.3,57.4,61.0,71.0,51.4,67.5
2022,47,Medtronic,65.3,60.0,67.0,63.4,46.2,67.2
2022,48,Keysight Technologies,72.4,62.6,55.1,62.9,51.8,67.1
2022,49,Archer-Daniels-Midland,64.9,57.3,67.9,56.7,62.6,67.0
2022,50,Northrop Grumman,62.0,59.1,60.4,66.8,55.0,66.8
2022,51,ProLogis,69.2,71.6,48.1,64.6,49.8,66.7
2022,52,Amgen,65.8,61.8,59.3,62.7,53.6,66.5
2022,52,JPMorgan Chase,53.3,57.1,64.6,60.2,77.1,66.5
2022,52,United Parcel Service,56.5,51.7,62.6,63.3,76.8,66.5
2022,55,Agilent Technologies,74.2,61.8,51.8,62.5,52.7,66.4
2022,56,Eli Lilly,61.2,61.4,58.1,62.2,63.9,66.3
2022,57,Kellogg,67.4,54.5,60.8,67.1,48.9,66.2
2022,58,Estee Lauder,60.3,58.6,56.7,67.3,60.6,66.1
2022,59,Texas Instruments,52.7,65.3,47.9,67.7,76.3,66.0
2022,60,Etsy,60.1,71.5,62.8,54.5,55.3,65.8
2022,61,Capital One Financial,49.4,63.7,74.7,56.4,59.6,65.7
2022,62,Trane Technologies,71.1,58.0,49.0,69.4,49.8,65.6
2022,63,American Express,58.0,65.6,59.1,60.9,58.1,65.3
2022,63,Cummins,57.8,60.6,59.3,68.8,49.3,65.3
2022,65,Baxter,70.1,58.9,53.9,68.0,42.2,65.2
2022,65,Applied Materials,52.5,56.2,60.1,65.0,70.8,65.2
2022,67,Costco Wholesale,65.0,61.3,60.1,52.4,67.7,65.1
2022,67,Mondelez International,67.7,57.1,57.0,64.2,51.0,65.1
2022,67,Oracle,55.1,52.6,69.1,64.6,56.6,65.1
2022,70,Danaher,66.6,57.1,59.4,59.2,58.4,65.0
2022,70,Lam Research,61.2,59.9,50.4,63.1,70.2,65.0
2022,72,Alcoa Corp,57.7,55.5,59.6,66.1,59.9,64.9
2022,73,Biogen,74.0,57.1,54.2,65.7,40.4,64.7
2022,73,3M,55.3,57.2,62.3,67.8,52.4,64.7
2022,73,AT&T,57.9,48.6,64.2,62.9,67.7,64.7
2022,76,Linde,68.3,52.3,59.0,64.3,50.9,64.6
2022,76,PayPal,61.9,57.1,69.6,59.5,45.9,64.6
2022,76,Tesla,68.6,51.5,56.2,49.2,87.6,64.6
2022,79,Morgan Stanley,60.1,58.0,61.2,58.9,62.4,64.5
2022,80,AbbVie,48.0,60.2,60.0,66.0,64.9,64.3
2022,80,Micron Technology,65.8,62.9,52.6,59.1,59.1,64.3
2022,80,Thermo Fisher Scientific,66.2,55.4,59.9,57.8,60.0,64.3
2022,80,Wells Fargo,48.8,48.5,78.4,58.2,65.7,64.3
2022,84,Automatic Data Processing,66.4,58.1,55.1,59.6,59.4,64.2
2022,84,Hewlett Packard Enterprise,62.5,61.1,55.1,66.8,46.7,64.2
2022,84,Iron Mountain,51.3,51.0,82.5,59.5,47.9,64.2
2022,87,Edwards Lifesciences,63.7,59.9,53.5,64.3,53.6,64.1
2022,88,Merck,46.3,63.5,54.5,68.3,66.3,64.0
2022,89,Humana,59.7,61.7,63.1,60.0,48.4,63.8
2022,90,Stanley Black & Decker,77.3,48.5,59.1,61.4,42.3,63.6
2022,91,Illumina,57.9,61.7,63.5,67.0,33.6,63.4
2022,91,Hilton Worldwide,56.6,58.9,60.8,64.3,50.5,63.4
2022,93,Lowe's,58.4,50.9,54.3,64.9,68.8,63.3
2022,93,T-Mobile,54.4,55.4,64.6,59.9,61.3,63.3
2022,95,Johnson Controls International,59.3,50.4,59.9,69.8,47.0,63.0
2022,95,Marriott,60.1,58.9,58.1,61.3,53.1,63.0
2022,97,Gap,57.0,51.5,69.7,65.9,39.4,62.9
2022,98,Bristol-Myers Squibb,58.4,62.7,53.0,62.2,55.8,62.8
2022,99,S&P Global,60.2,47.4,61.6,64.9,55.5,62.7
2022,100,KLA Corporation,63.8,61.2,48.9,54.4,71.2,62.6
2022,100,Manpower Group,61.2,53.6,56.5,65.0,52.2,62.6
2022,102,Lockheed Martin,51.9,59.3,61.0,61.5,57.8,62.5
2022,102,Unitedhealth,47.0,46.7,71.6,60.7,68.1,62.5
2022,102,Weyerhaeuser,59.1,60.2,47.5,65.3,59.9,62.5
2022,105,Goldman Sachs Group,52.1,57.5,54.5,64.7,64.1,62.4
2022,106,CVS Health,61.2,36.3,68.3,61.3,64.4,62.3
2022,107,Travelers,54.8,59.3,64.3,58.6,51.5,62.1
2022,108,ConocoPhillips,53.8,60.5,50.2,62.1,67.1,61.9
2022,109,Freeport-McMoRan,57.2,58.6,50.1,62.0,64.4,61.8
2022,109,Jacobs Solutions,66.5,57.1,55.3,58.4,50.0,61.8
2022,109,Starbucks,51.0,49.6,66.5,59.0,65.8,61.8
2022,112,eBay,45.8,60.6,69.1,66.2,38.1,61.7
2022,113,Avery Dennison,60.0,59.2,55.9,61.1,49.7,61.6
2022,113,Gilead Sciences,49.2,65.4,54.1,65.3,52.4,61.6
2022,113,VMware,64.6,65.2,50.4,59.2,46.5,61.6
2022,116,Becton Dickinson,62.8,55.4,57.5,63.0,43.5,61.5
2022,116,Delta Air Lines,61.7,67.5,56.1,55.7,44.7,61.5
2022,116,VF,65.6,57.9,50.8,62.7,47.2,61.5
2022,119,Air Products & Chemicals,60.6,59.5,48.8,66.0,48.0,61.2
2022,120,Williams-Sonoma,59.4,44.1,60.6,58.3,68.2,61.1
2022,120,Honeywell,63.1,53.7,58.9,57.7,52.2,61.1
2022,122,Ball,55.0,60.2,49.9,69.6,45.5,61.0
2022,122,Emerson Electric Co,64.4,50.1,67.5,52.7,50.1,61.0
2022,122,Prudential Financial,46.6,54.4,69.9,62.9,47.6,61.0
2022,125,Cigna,36.6,54.4,65.3,70.1,56.8,60.9
2022,125,AECOM,58.7,48.9,66.5,60.5,46.7,60.9
2022,125,CBRE Group,55.2,60.0,49.8,62.4,60.4,60.9
2022,125,Clorox,63.8,59.8,45.2,65.3,48.2,60.9
2022,129,Rockwell Automation,64.7,56.0,54.4,60.8,45.7,60.8
2022,130,Meta Platforms,32.5,66.0,70.5,49.2,78.8,60.7
2022,130,BlackRock Inc,58.3,63.1,51.5,58.6,54.1,60.7
2022,130,Eaton,60.3,54.8,51.9,65.3,48.8,60.7
2022,133,Best Buy,66.1,49.1,51.4,61.7,56.0,60.6
2022,133,MetLife,54.9,56.3,54.3,66.7,48.1,60.6
2022,135,Raytheon,52.9,51.2,73.5,56.2,47.2,60.5
2022,136,Intuit,47.2,70.5,56.0,57.6,53.7,60.4
2022,136,Schlumberger,69.2,53.4,54.3,58.7,44.4,60.4
2022,136,Walt Disney,43.7,54.4,68.1,65.7,46.5,60.4
2022,139,Lab Corp of America Hldgs,61.7,51.1,69.4,50.3,51.0,60.3
2022,140,"MillerKnoll, Inc.",76.3,43.1,55.2,61.6,39.0,60.0
2022,140,Analog Devices,68.6,56.1,50.7,59.0,45.0,60.0
2022,140,McCormick,66.9,56.0,47.1,63.4,44.8,60.0
2022,143,Comcast,34.7,55.4,70.2,60.9,63.4,59.9
2022,143,Xylem,60.0,51.4,52.1,68.7,43.3,59.9
2022,143,Goodyear Tire & Rubber Co,60.7,49.5,65.1,57.6,45.1,59.9
2022,143,Zoetis Inc,64.4,54.3,53.5,56.5,54.0,59.9
2022,147,Amcor plc,69.1,49.9,56.2,56.8,47.6,59.8
2022,147,W.W. Grainger,57.6,57.6,49.7,61.7,55.6,59.8
2022,149,Boston Scientific,54.2,63.3,53.3,63.7,41.8,59.7
2022,150,Molson Coors,65.3,58.6,49.6,60.2,43.7,59.6
2022,150,Newmont Corp,52.0,59.6,50.2,69.9,43.0,59.6
2022,150,Hartford Financial Services Group,52.7,60.3,51.3,65.5,47.8,59.6
2022,153,Juniper Networks,61.3,65.1,51.5,57.4,42.1,59.5
2022,153,Garmin Ltd,54.3,53.9,75.0,47.9,49.8,59.5
2022,153,Mettler-Toledo International,64.8,52.5,45.7,58.8,62.3,59.5
2022,156,Synopsys,40.8,61.3,67.6,56.6,55.1,59.4
2022,156,Cardinal Health,52.8,48.9,59.5,64.6,51.8,59.4
2022,158,International Paper,67.3,50.7,54.1,58.8,45.7,59.3
2022,158,Philip Morris International,53.6,56.7,51.7,56.3,68.7,59.3
2022,160,Boeing,61.6,49.8,71.2,55.2,33.7,59.1
2022,160,Walgreens Boots Alliance Inc,54.2,39.5,65.7,65.0,50.2,59.1
2022,160,Hormel Foods,60.8,60.3,52.4,57.2,46.9,59.1
2022,160,Kimberly-Clark,54.2,57.4,48.7,62.3,57.8,59.1
2022,164,DuPont de Nemours,61.7,53.3,61.9,52.5,49.5,59.0
2022,165,Campbell Soup,58.1,55.3,46.4,67.4,47.0,58.9
2022,166,Hasbro,52.9,54.7,52.4,68.0,44.7,58.8
2022,167,Bath & Body Works,59.0,50.6,60.0,52.4,58.5,58.5
2022,167,Cabot Corp,61.2,54.4,49.6,60.9,49.5,58.5
2022,167,Mosaic,58.4,55.3,46.7,58.8,61.6,58.5
2022,167,Taylor Morrison Home Corp,66.9,67.7,45.1,50.6,48.7,58.5
2022,167,Yum Brands,45.8,60.2,48.1,63.8,62.3,58.5
2022,172,Sempra,50.3,66.7,50.0,61.1,47.1,58.4
2022,173,Motorola Solutions,60.3,55.1,50.6,63.4,41.5,58.3
2022,173,Ameriprise Financial,62.4,55.1,51.2,51.3,62.6,58.3
2022,173,Commercial Metals Co,63.5,60.3,47.2,53.3,54.9,58.3
2022,173,Corteva,46.3,60.1,75.9,45.4,50.9,58.3
2022,173,Principal Financial Group,54.8,58.2,46.7,59.9,59.9,58.3
2022,173,WESCO Intl Inc,64.8,44.6,56.4,58.2,51.0,58.3
2022,179,Uber Technologies,46.2,55.5,92.6,45.5,28.7,58.2
2022,180,Las Vegas Sands,58.4,62.4,53.3,61.7,31.9,58.1
2022,180,"Moderna, Inc.",52.0,56.2,51.3,43.1,93.2,58.1
2022,180,NextEra Energy,56.2,52.0,60.9,57.4,46.8,58.1
2022,180,ONEOK Inc,58.0,66.1,45.5,58.4,46.8,58.1
2022,184,Dominion Energy,52.5,57.8,62.2,56.2,44.2,58.0
2022,184,NXP Semiconductor,46.4,59.2,52.9,61.3,57.1,58.0
2022,184,Tractor Supply,59.1,49.7,51.1,60.3,55.8,58.0
2022,187,AES,51.2,65.5,55.1,58.5,41.2,57.9
2022,187,Texas Pacific Land Corporation,56.6,71.4,41.7,41.7,81.2,57.9
2022,187,Akamai Technologies,56.1,65.9,44.2,61.1,45.6,57.9
2022,190,Marsh & McLennan Companies,58.6,51.8,53.4,55.6,58.2,57.8
2022,191,Nielsen Holdings,45.9,53.2,69.6,57.3,45.2,57.7
2022,192,Northern Trust Corporation,72.5,57.2,42.8,55.9,43.5,57.6
2022,192,Halliburton Co,68.7,44.6,53.6,57.1,48.0,57.6
2022,192,Nasdaq Inc,52.0,58.6,48.6,63.1,50.2,57.6
2022,192,NetApp,59.4,65.2,45.1,54.8,51.5,57.6
2022,196,Exelon,46.7,57.2,57.6,60.5,50.3,57.5
2022,196,KBR,62.6,48.3,50.4,61.5,48.5,57.5
2022,196,Nucor,49.1,63.8,46.9,46.9,82.8,57.5
2022,196,United Rentals,58.0,57.8,49.7,57.0,52.2,57.5
2022,200,Nordstrom,64.9,48.9,53.8,58.7,43.0,57.4
2022,200,Cognizant Tech Solutions,54.0,46.8,55.7,63.6,50.6,57.4
2022,200,Crown Castle Intl Corp,43.7,53.0,76.7,50.7,48.6,57.4
2022,203,International Flavors & Fragrances,55.8,54.8,51.5,64.8,39.8,57.3
2022,203,Kroger Co,61.6,36.4,56.8,61.2,56.5,57.3
2022,205,Avient Corp,64.9,55.8,48.2,56.2,46.2,57.2
2022,205,Dow,43.8,61.8,54.6,56.1,60.7,57.2
2022,205,TJX,56.1,50.6,51.5,60.0,55.3,57.2
2022,208,Ecolab,48.3,51.2,59.6,63.9,44.1,57.1
2022,208,Host Hotels & Resorts Inc,61.2,51.3,49.8,59.7,48.4,57.1
2022,208,Interpublic,55.7,56.1,50.5,59.9,48.6,57.1
2022,208,Levi Strauss & Co.-A,58.8,57.4,50.6,56.0,49.7,57.1
2022,212,Liberty Global plc A,55.6,56.6,43.2,56.1,67.6,57.0
2022,212,Brown-Forman,57.9,59.8,46.1,57.8,50.7,57.0
2022,212,ResMed,55.1,60.7,49.1,56.7,51.0,57.0
2022,215,KB Home,65.0,55.8,40.1,60.5,49.3,56.9
2022,215,Workday,49.7,69.1,46.7,62.4,39.5,56.9
2022,215,American Electric Power,48.2,60.0,51.4,61.9,47.9,56.9
2022,215,Corning Inc,46.6,55.4,65.5,55.1,47.9,56.9
2022,215,Southern,53.6,62.6,52.5,53.9,50.2,56.9
2022,215,Waste Management,51.4,52.1,47.9,64.5,55.8,56.9
2022,221,Jabil,60.2,49.6,47.3,62.2,50.5,56.8
2022,222,Macy's Inc,60.2,41.9,59.3,57.2,51.0,56.7
2022,222,Intuitive Surgical,52.1,63.2,59.1,48.5,50.3,56.7
2022,224,AFLAC Inc,50.8,56.1,52.7,59.4,51.0,56.5
2022,225,Healthpeak Properties Inc.,57.3,61.9,44.3,60.9,42.0,56.4
2022,225,Travel + Leisure Co.,64.8,50.6,47.5,59.9,43.5,56.4
2022,225,Abercrombie & Fitch Company A,49.6,46.1,69.3,55.6,46.6,56.4
2022,225,Illinois Tool Works,48.9,49.3,59.6,58.3,53.9,56.4
2022,225,Newell Brands,66.2,45.9,49.3,59.5,46.0,56.4
2022,230,PVH,58.7,52.5,55.4,55.7,45.2,56.3
2022,230,Southwest Airlines,59.5,60.5,55.0,48.8,46.7,56.3
2022,232,Electronic Arts,52.4,60.0,52.7,55.9,47.6,56.2
2022,232,Seagate Technology,49.3,54.0,49.2,59.2,60.9,56.2
2022,234,Fluor Corp,50.8,54.2,50.4,65.4,42.7,56.1
2022,234,Sherwin-Williams,64.7,48.7,50.1,55.4,49.4,56.1
2022,234,Bank of New York Mellon,54.7,47.4,51.5,65.3,45.3,56.1
2022,237,Charles Schwab,56.2,59.1,61.1,44.2,51.4,56.0
2022,237,Keurig Dr Pepper,61.9,45.5,52.0,59.3,47.2,56.0
2022,239,TechnipFMC plc,70.4,54.2,48.8,54.2,36.1,55.9
2022,239,Autoliv,66.1,46.8,51.6,56.7,44.2,55.9
2022,239,Duke Energy,44.2,60.7,52.1,60.5,50.2,55.9
2022,239,Regions Financial Corp,58.3,50.2,48.2,61.8,47.1,55.9
2022,243,CF Industries,50.1,62.1,45.3,52.0,66.8,55.8
2022,243,Consolidated Edison Inc,47.9,64.1,53.7,55.3,46.3,55.8
2022,243,LyondellBasell Industries,55.7,56.7,45.8,54.2,60.3,55.8
2022,243,Vertex Pharmaceuticals,44.2,66.8,45.8,54.8,62.9,55.8
2022,247,Hess,37.9,62.5,47.1,67.0,50.8,55.6
2022,247,Regency Centers Corp,54.1,64.4,46.0,57.3,43.9,55.6
2022,249,Robert Half,41.8,52.6,56.7,56.5,64.0,55.5
2022,249,Expedia,43.3,57.6,74.9,45.2,46.5,55.5
2022,249,Omnicom Group,51.3,54.0,57.2,55.5,47.6,55.5
2022,252,Lincoln Electric Hldgs,61.9,42.8,53.6,56.7,50.4,55.3
2023,1,Microsoft,56.1,70.5,99.2,71.6,92.6,88.0
2023,2,Apple,60.6,64.0,99.8,62.8,104.9,87.0
2023,3,Nvidia,70.0,74.6,72.9,63.4,69.7,78.5
2023,4,Alphabet,56.5,67.7,80.0,63.3,91.1,78.4
2023,5,International Business Machines,68.7,59.5,91.3,65.9,52.2,76.9
2023,6,Intel,72.0,63.9,80.7,70.1,48.9,76.8
2023,7,Procter & Gamble,68.8,60.8,79.9,53.7,89.2,76.4
2023,8,HP,68.2,65.0,69.6,73.3,56.0,75.0
2023,9,Cisco Systems,67.1,70.0,64.0,70.7,60.9,74.4
2023,10,Merck,72.9,64.9,68.3,65.0,62.2,74.3
2023,11,Eli Lilly,71.5,61.6,71.8,64.6,64.2,74.2
2023,12,Pfizer,63.1,63.5,78.2,62.2,67.6,73.9
2023,13,Dell Technologies,61.4,68.1,79.4,64.0,55.3,73.5
2023,13,Johnson & Johnson,54.9,66.3,78.4,66.8,65.5,73.5
2023,15,Accenture,70.5,62.7,59.7,73.5,61.9,73.1
2023,15,Amazon,56.3,50.9,102.6,52.2,72.9,73.1
2023,15,General Motors,65.1,58.9,74.5,64.7,68.5,73.1
2023,15,Visa,63.6,65.3,70.3,67.2,63.2,73.1
2023,19,Adobe,59.3,72.1,68.9,68.8,56.8,72.7
2023,20,Nike,66.1,62.3,85.2,54.6,59.6,72.6
